"kid","alias"
409,"dual specificity yak1 related kinase"
409,"dual specificity tyrosine phosphorylation regulated kinase 1a"
409,"hmnb"
409,"mnb protein kinase homolog hp86"
409,"protein kinase minibrain homolog"
409,"serine/threonine kinase mnb"
409,"serine/threonine specific protein kinase"
410,"dual specificity tyrosine (y) phosphorylation regulated kinase 1b"
410,"dyrk1b"
410,"mirk"
410,"dual specificity tyrosine phosphorylation regulated kinase 1b"
410,"minibrain related kinase"
410,"mirk protein kinase"
411,"dual specificity tyrosine (y) phosphorylation regulated kinase 2"
411,"dyrk2"
411,"flj21217"
411,"flj21365"
411,"otthump00000240070"
411,"otthump00000240071"
411,"dual specificity tyrosine phosphorylation regulated kinase 2"
412,"dual specificity tyrosine (y) phosphorylation regulated kinase 3"
412,"dyrk3"
412,"rp11 343h5.2"
412,"dyrk5"
412,"red"
412,"redk"
412,"hyak3 2"
412,"otthump00000034527"
412,"otthump00000034528"
412,"otthump00000034529"
412,"otthump00000034530"
412,"dual specificity tyrosine phosphorylation regulated kinase 3"
412,"dual specificity tyrosine (y) phosphorylation regulated kinase 5"
412,"protein kinase dyrk3"
412,"regulatory erythroid kinase"
413,"dual specificity tyrosine (y) phosphorylation regulated kinase 4"
413,"dyrk4"
413,"otthump00000238290"
413,"otthump00000238291"
413,"otthump00000238292"
413,"dual specificity tyrosine phosphorylation regulated kinase 4"
414,"glycogen synthase kinase 3 alpha"
414,"gsk3a"
414,"dkfzp686d0638"
414,"gsk 3 alpha"
414,"otthump00000198366"
414,"otthump00000198367"
414,"otthump00000198368"
414,"glycogen synthase kinase 3 alpha"
415,"glycogen synthase kinase 3 beta"
415,"gsk3b"
415,"gsk 3 beta"
415,"gsk3beta isoform"
415,"otthump00000165239"
415,"otthump00000165240"
415,"glycogen synthase kinase 3 beta"
416,"homeodomain interacting protein kinase 1"
416,"hipk1"
416,"rp4 786g8.2"
416,"kiaa0630"
416,"mgc26642"
416,"mgc33446"
416,"mgc33548"
416,"myak"
416,"nbak2"
416,"otthump00000013763"
416,"otthump00000013764"
416,"otthump00000013766"
416,"otthump00000013767"
416,"otthump00000013768"
416,"otthump00000218031"
416,"otthump00000218034"
416,"homeodomain interacting protein kinase 1 like protein"
416,"homeodomain interacting protein kinase 1"
416,"nuclear body associated kinase 2b"
417,"homeodomain interacting protein kinase 2"
417,"hipk2"
417,"dkfzp686k02111"
417,"flj23711"
417,"pro0593"
417,"otthump00000212368"
417,"otthump00000212369"
417,"hhipk2"
417,"homeodomain interacting protein kinase 2"
418,"homeodomain interacting protein kinase 3"
418,"hipk3"
418,"rp1 8l15.1"
418,"dyrk6"
418,"fist3"
418,"pky"
418,"yak1"
418,"anpk"
418,"fist"
418,"otthump00000163106"
418,"otthump00000163107"
418,"otthump00000232315"
418,"androgen receptor interacting nuclear protein kinase"
418,"fas interacting serine/threonine protein kinase"
418,"homeodomain interacting protein kinase 3"
418,"homolog of protein kinase yak1"
419,"homeodomain interacting protein kinase 4"
419,"hipk4"
419,"flj32818"
419,"homeodomain interacting protein kinase 4"
420,"intestinal cell (mak like) kinase"
420,"ick"
420,"eco"
420,"kiaa0936"
420,"lck2"
420,"mgc46090"
420,"mrk"
420,"mak related kinase"
420,"otthump00000016630"
420,"hick"
420,"laryngeal cancer kinase 2"
420,"serine/threonine protein kinase"
420,"serine/threonine protein kinase ick"
421,"male germ cell associated kinase"
421,"mak"
421,"rp3 417m14.2"
421,"dj417m14.2"
421,"otthump00000016025"
421,"male germ cell associated kinase retinal enriched isoform"
421,"serine/threonine protein kinase mak"
421,"serine/threonine protein kinase mak"
422,"mitogen activated protein kinase 1"
422,"mapk1"
422,"erk"
422,"erk2"
422,"ert1"
422,"mapk2"
422,"p42mapk"
422,"prkm1"
422,"prkm2"
422,"p38"
422,"p40"
422,"p41"
422,"p41mapk"
422,"erk 2"
422,"map kinase 1"
422,"map kinase 2"
422,"map kinase isoform p42"
422,"mapk 2"
422,"otthump00000028754"
422,"otthump00000174492"
422,"extracellular signal regulated kinase 2"
422,"mitogen activated protein kinase 2"
422,"p42 mapk"
422,"protein tyrosine kinase erk2"
423,"mitogen activated protein kinase 10"
423,"mapk10"
423,"flj12099"
423,"flj33785"
423,"jnk3"
423,"jnk3a"
423,"mgc50974"
423,"prkm10"
423,"p493f12"
423,"p54bsapk"
423,"jnk3 alpha protein kinase"
423,"map kinase 10"
423,"map kinase p49 3f12"
423,"mapk 10"
423,"otthump00000161179"
423,"otthump00000161180"
423,"otthump00000161182"
423,"otthump00000161183"
423,"otthump00000218566"
423,"otthump00000218717"
423,"otthump00000218718"
423,"c jun n terminal kinase 3"
423,"stress activated protein kinase beta"
423,"stress activated protein kinase jnk3"
424,"mitogen activated protein kinase 11"
424,"mapk11"
424,"p38b"
424,"p38beta2"
424,"prkm11"
424,"sapk2"
424,"sapk2b"
424,"p38 2"
424,"p38beta"
424,"map kinase 11"
424,"map kinase p38 beta"
424,"mapk 11"
424,"otthump00000196653"
424,"otthump00000196655"
424,"mitogen activated protein kinase p38 beta"
424,"mitogen activated protein kinase p38 2"
424,"stress activated protein kinase 2"
424,"stress activated protein kinase 2"
424,"stress activated protein kinase 2b"
425,"mitogen activated protein kinase 12"
425,"mapk12"
425,"erk3"
425,"erk6"
425,"p38gamma"
425,"prkm12"
425,"sapk 3"
425,"sapk3"
425,"erk 6"
425,"map kinase 12"
425,"map kinase p38 gamma"
425,"mapk 12"
425,"otthump00000028548"
425,"otthump00000196671"
425,"extracellular signal regulated kinase 6"
425,"mitogen activated protein kinase 3"
425,"mitogen activated protein kinase p38 gamma"
425,"stress activated protein kinase 3"
426,"mitogen activated protein kinase 13"
426,"mapk13"
426,"rp1 179n16.4"
426,"mgc99536"
426,"prkm13"
426,"sapk4"
426,"p38delta"
426,"map kinase 13"
426,"map kinase p38 delta"
426,"mapk 13"
426,"otthump00000016282"
426,"otthump00000016283"
426,"mitogen activated protein kinase p38 delta"
426,"stress activated protein kinase 4"
427,"mitogen activated protein kinase 14"
427,"mapk14"
427,"rp1 179n16.5"
427,"csbp"
427,"csbp1"
427,"csbp2"
427,"cspb1"
427,"exip"
427,"mxi2"
427,"prkm14"
427,"prkm15"
427,"rk"
427,"sapk2a"
427,"p38"
427,"p38alpha"
427,"csaid binding protein"
427,"csaids binding protein"
427,"map kinase 14"
427,"map kinase mxi2"
427,"map kinase p38 alpha"
427,"max interacting protein 2"
427,"otthump00000216561"
427,"otthump00000216562"
427,"otthump00000216563"
427,"otthump00000216564"
427,"otthump00000216566"
427,"cytokine suppressive anti inflammatory drug binding protein"
427,"cytokine suppressive anti inflammatory drug binding protein"
427,"mitogen activated protein kinase p38 alpha"
427,"p38 map kinase"
427,"p38 mitogen activated protein kinase"
427,"p38alpha exip"
427,"stress activated protein kinase 2a"
428,"mitogen activated protein kinase 15"
428,"mapk15"
428,"erk7"
428,"erk8"
428,"erk 7"
428,"erk 8"
428,"map kinase 15"
428,"mapk 15"
428,"otthump00000189334"
428,"extracellular regulated kinase 8 delta"
428,"extracellular signal regulated kinase 8"
428,"extracellular signal regulated kinase 7"
428,"extracellular signal regulated kinase 8"
429,"mitogen activated protein kinase 3"
429,"mapk3"
429,"erk1"
429,"hs44kdap"
429,"humker1a"
429,"mgc20180"
429,"p44erk1"
429,"p44mapk"
429,"prkm3"
429,"erk 1"
429,"ert2"
429,"map kinase 3"
429,"map kinase isoform p44"
429,"mapk 3"
429,"otthump00000163018"
429,"otthump00000174538"
429,"otthump00000174539"
429,"otthump00000174540"
429,"otthump00000174541"
429,"otthump00000233574"
429,"otthump00000233575"
429,"otthump00000233577"
429,"extracellular signal regulated kinase 1"
429,"extracellular signal related kinase 1"
429,"insulin stimulated map2 kinase"
429,"microtubule associated protein 2 kinase"
429,"mitogen activated protein kinase 1"
429,"p44 erk1"
429,"p44 mapk"
430,"mitogen activated protein kinase 4"
430,"mapk4"
430,"erk3"
430,"erk4"
430,"prkm4"
430,"p63mapk"
430,"erk 4"
430,"erk3 related"
430,"map kinase 4"
430,"map kinase isoform p63"
430,"mapk 4"
430,"extracellular signal regulated kinase 4"
430,"p63 mapk"
431,"mitogen activated protein kinase 6"
431,"mapk6"
431,"dkfzp686f03189"
431,"erk3"
431,"hst17250"
431,"prkm6"
431,"p97mapk"
431,"erk 3"
431,"map kinase 6"
431,"map kinase isoform p97"
431,"mapk 6"
431,"otthump00000162717"
431,"extracellular signal regulated kinase 3"
431,"extracellular signal regulated kinase, p97"
431,"p97 mapk"
431,"protein kinase, mitogen activated 5"
431,"protein kinase, mitogen activated 6"
432,"mitogen activated protein kinase 7"
432,"mapk7"
432,"bmk1"
432,"erk4"
432,"erk5"
432,"prkm7"
432,"bmk 1"
432,"bmk1 kinase"
432,"erk 5"
432,"map kinase 7"
432,"mapk 7"
432,"otthump00000065906"
432,"otthump00000065907"
432,"big map kinase 1"
432,"extracellular signal regulated kinase 5"
432,"extracellular signal regulated kinase 5"
433,"mitogen activated protein kinase 8"
433,"mapk8"
433,"jnk"
433,"jnk1"
433,"jnk1a2"
433,"jnk21b1/2"
433,"prkm8"
433,"sapk1"
433,"jnk 46"
433,"jun n terminal kinase"
433,"map kinase 8"
433,"otthump00000019552"
433,"otthump00000019555"
433,"otthump00000019556"
433,"otthump00000019558"
433,"c jun n terminal kinase 1"
433,"mitogen activated protein kinase 8 isoform jnk1 alpha1"
433,"mitogen activated protein kinase 8 isoform jnk1 beta2"
433,"stress activated protein kinase 1"
434,"mitogen activated protein kinase 9"
434,"mapk9"
434,"jnk 55"
434,"jnk2"
434,"jnk2a"
434,"jnk2alpha"
434,"jnk2b"
434,"jnk2beta"
434,"prkm9"
434,"sapk"
434,"p54a"
434,"p54asapk"
434,"jun kinase"
434,"map kinase 9"
434,"mapk 9"
434,"otthump00000161542"
434,"otthump00000161543"
434,"otthump00000224159"
434,"otthump00000224168"
434,"otthump00000224169"
434,"otthump00000224170"
434,"c jun n terminal kinase 2"
434,"c jun kinase 2"
434,"stress activated protein kinase jnk2"
435,"mok"
435,"mok protein kinase"
435,"rage"
435,"rage 1"
435,"rage1"
435,"mapk/mak/mrk overlapping kinase"
435,"renal cell carcinoma antigen (mok protein kinase)"
435,"renal tumor antigen 1"
436,"nemo like kinase"
436,"nlk"
436,"dkfzp761g1211"
436,"flj21033"
436,"otthump00000163282"
436,"otthump00000163283"
436,"serine/threonine protein kinase nlk"
437,"prp4 pre mrna processing factor 4 homolog b (yeast)"
437,"prpf4b"
437,"rp5 1013a10.2"
437,"kiaa0536"
437,"pr4h"
437,"prp4"
437,"prp4h"
437,"prp4k"
437,"dj1013a10.1"
437,"otthump00000015975"
437,"otthump00000195201"
437,"otthump00000233931"
437,"prp4 kinase"
437,"prp4 pre mrna processing factor 4 homolog"
437,"dj1013a10.1 (prp4 protein kinase homolog)"
437,"protein serine/threonine kinase"
437,"serine/threonine protein kinase prp4 homolog"
438,"srsf protein kinase 1"
438,"srpk1"
438,"rp3 422h11.1"
438,"sfrsk1"
438,"otthump00000016275"
438,"otthump00000016276"
438,"otthump00000222678"
438,"sfrs protein kinase 1"
438,"sr protein specific kinase 1"
438,"serine/arginine rich splicing factor kinase 1"
438,"serine/threonine protein kinase srpk1"
439,"srsf protein kinase 2"
439,"srpk2"
439,"flj36101"
439,"sfrsk2"
439,"h_rg152g17.1a"
439,"h_rg152g17.1b"
439,"otthump00000212092"
439,"otthump00000212093"
439,"otthump00000212097"
439,"sfrs protein kinase 2"
439,"sr protein kinase 2"
439,"sr protein specific kinase 2"
439,"wugsc:h_rg152g17.1a"
439,"serine kinase srpk2"
439,"serine/arginine rich protein specific kinase 2"
439,"serine/arginine rich splicing factor kinase 2"
439,"serine/threonine protein kinase srpk2"
440,"srsf protein kinase 3"
440,"srpk3"
440,"mgc102944"
440,"mssk 1"
440,"mssk1"
440,"stk23"
440,"otthump00000025939"
440,"otthump00000025940"
440,"otthump00000025943"
440,"otthump00000214780"
440,"otthump00000214781"
440,"sfrs protein kinase 3"
440,"sr protein specific kinase 3"
440,"muscle specific serine kinase 1"
440,"serine arginine rich protein specific kinase 3"
440,"serine/arginine rich protein specific kinase 3"
440,"serine/threonine kinase 23"
440,"serine/threonine protein kinase 23"
440,"serine/threonine protein kinase srpk3"
441,"apoptosis associated tyrosine kinase"
441,"aatk"
441,"aatyk"
441,"aatyk1"
441,"kiaa0641"
441,"lmr1"
441,"lmtk1"
441,"p35bp"
441,"cdk5 binding protein"
441,"otthump00000163589"
441,"otthump00000163590"
441,"brain apoptosis associated tyrosine kinase"
441,"lemur tyrosine kinase 1"
441,"p35 binding protein"
441,"serine/threonine protein kinase lmtk1"
442,"anaplastic lymphoma receptor tyrosine kinase"
442,"alk"
442,"cd246"
442,"nblst3"
442,"alk tyrosine kinase receptor"
442,"cd246 antigen"
442,"otthump00000201048"
442,"mutant anaplastic lymphoma kinase"
443,"axl receptor tyrosine kinase"
443,"axl"
443,"jtk11"
443,"ufo"
443,"axl oncogene"
443,"axl transforming sequence/gene"
443,"oncogene axl"
443,"tyrosine protein kinase receptor ufo"
444,"colony stimulating factor 1 receptor"
444,"csf1r"
444,"c fms"
444,"cd115"
444,"csfr"
444,"fim2"
444,"fms"
444,"cd115 antigen"
444,"csf 1 r"
444,"fms proto oncogene"
444,"mcdonough feline sarcoma viral (v fms) oncogene homolog"
444,"otthump00000160525"
444,"otthump00000224093"
444,"macrophage colony stimulating factor i receptor"
444,"macrophage colony stimulating factor 1 receptor"
444,"proto oncogene c fms"
445,"discoidin domain receptor tyrosine kinase 1"
445,"ddr1"
445,"daap 278b20.1"
445,"cak"
445,"cd167"
445,"ddr"
445,"eddr1"
445,"hgk2"
445,"mck10"
445,"nep"
445,"ntrk4"
445,"ptk3"
445,"ptk3a"
445,"rtk6"
445,"trke"
445,"cd167 antigen like family member a"
445,"otthump00000029343"
445,"otthump00000029344"
445,"otthump00000029345"
445,"otthump00000029346"
445,"otthump00000029347"
445,"otthump00000164863"
445,"otthump00000164867"
445,"otthump00000222080"
445,"ptk3a protein tyrosine kinase 3a"
445,"cell adhesion kinase"
445,"epithelial discoidin domain containing receptor 1"
445,"mammary carcinoma kinase 10"
445,"neuroepithelial tyrosine kinase"
445,"neurotrophic tyrosine kinase, receptor, type 4"
445,"protein tyrosine kinase rtk 6"
445,"tyrosine kinase ddr"
445,"tyrosine protein kinase cak"
446,"discoidin domain receptor tyrosine kinase 2"
446,"ddr2"
446,"rp11 572k18.1"
446,"mig20a"
446,"ntrkr3"
446,"tkt"
446,"tyro10"
446,"cd167 antigen like family member b"
446,"otthump00000032332"
446,"otthump00000038368"
446,"cell migration inducing protein 20"
446,"discoidin domain receptor 2"
446,"discoidin domain receptor family, member 2"
446,"discoidin domain containing receptor 2"
446,"hydroxyaryl protein kinase"
446,"migration inducing gene 16 protein"
446,"neurotrophic tyrosine kinase receptor related 3"
446,"neurotrophic tyrosine kinase, receptor related 3"
446,"receptor protein tyrosine kinase tkt"
446,"tyrosine protein kinase tyro10"
446,"tyrosylprotein kinase"
447,"epidermal growth factor receptor"
447,"egfr"
447,"erbb"
447,"erbb1"
447,"her1"
447,"pig61"
447,"mena"
447,"otthump00000159661"
447,"otthump00000159662"
447,"otthump00000159663"
447,"otthump00000209210"
447,"otthump00000209211"
447,"avian erythroblastic leukemia viral (v erb b) oncogene homolog"
447,"cell growth inhibiting protein 40"
447,"cell proliferation inducing protein 61"
447,"proto oncogene c erbb 1"
447,"receptor tyrosine protein kinase erbb 1"
448,"eph receptor a1"
448,"epha1"
448,"eph"
448,"epht"
448,"epht1"
448,"mgc163163"
448,"otthump00000208856"
448,"eph tyrosine kinase 1"
448,"ephrin type a receptor 1"
448,"erythropoietin producing hepatoma amplified sequence"
448,"oncogene eph"
448,"soluble epha1 variant 1"
448,"soluble epha1 variant 2"
448,"tyrosine protein kinase receptor eph"
449,"eph receptor a10"
449,"epha10"
449,"flj16103"
449,"flj33655"
449,"mgc43817"
449,"epha10s protein"
449,"otthump00000004519"
449,"otthump00000232296"
449,"ephrin type a receptor 10"
450,"eph receptor a2"
450,"epha2"
450,"arcc2"
450,"eck"
450,"otthump00000011117"
450,"ephrin type a receptor 2"
450,"epithelial cell receptor protein tyrosine kinase"
450,"soluble epha2 variant 1"
450,"tyrosine protein kinase receptor eck"
451,"eph receptor a3"
451,"epha3"
451,"ek4"
451,"etk"
451,"etk1"
451,"hek"
451,"hek4"
451,"tyro4"
451,"eph like kinase 4"
451,"otthump00000213903"
451,"otthump00000213904"
451,"otthump00000213905"
451,"tyro4 protein tyrosine kinase"
451,"eph like tyrosine kinase 1"
451,"ephrin type a receptor 3"
451,"human embryo kinase 1"
451,"tyrosine protein kinase receptor etk1"
452,"eph receptor a4"
452,"epha4"
452,"hek8"
452,"sek"
452,"tyro1"
452,"ek8"
452,"eph like kinase 8"
452,"otthump00000164185"
452,"otthump00000204491"
452,"tyro1 protein tyrosine kinase"
452,"ephrin type a receptor 4"
452,"receptor protein tyrosine kinase hek8"
452,"tyrosine protein kinase tyro1"
452,"tyrosine protein kinase receptor sek"
453,"eph receptor a5"
453,"epha5"
453,"cek7"
453,"ehk1"
453,"hek7"
453,"tyro4"
453,"ehk 1"
453,"ek7"
453,"eph homology kinase 1"
453,"eph like kinase 7"
453,"eph homology kinase 1"
453,"otthump00000159594"
453,"otthump00000159595"
453,"otthump00000218917"
453,"otthump00000223029"
453,"ephrin type a receptor 5"
453,"receptor protein tyrosine kinase hek7"
453,"tyrosine protein kinase receptor ehk 1"
454,"eph receptor a6"
454,"epha6"
454,"unq6114"
454,"dkfzp434c1418"
454,"epa6"
454,"flj35246"
454,"pro57066"
454,"ehk 2"
454,"eph homology kinase 2"
454,"otthump00000214353"
454,"otthump00000217916"
454,"otthump00000217917"
454,"ephrin receptor epha6"
454,"ephrin type a receptor 6"
455,"eph receptor a7"
455,"epha7"
455,"ehk3"
455,"hek11"
455,"ehk 3"
455,"ek11"
455,"eph homology kinase 3"
455,"eph like kinase 11"
455,"eph homology kinase 3"
455,"otthump00000016875"
455,"ephrin type a receptor 7"
455,"receptor protein tyrosine kinase hek11"
455,"tyrosine protein kinase receptor ehk 3"
456,"eph receptor a8"
456,"epha8"
456,"rp1 61a9.3"
456,"eek"
456,"ek3"
456,"hek3"
456,"kiaa1459"
456,"eph and elk related kinase"
456,"eph and elk related tyrosine kinase"
456,"eph like kinase 3"
456,"otthump00000002934"
456,"otthump00000002935"
456,"ephrin type a receptor 8"
456,"hydroxyaryl protein kinase"
456,"protein tyrosine kinase"
456,"tyrosine protein kinase receptor eek"
456,"tyrosylprotein kinase"
457,"eph receptor b1"
457,"ephb1"
457,"elk"
457,"epht2"
457,"flj37986"
457,"hek6"
457,"net"
457,"ek6"
457,"eph like kinase 6"
457,"otthump00000216707"
457,"otthump00000216708"
457,"eph tyrosine kinase 2"
457,"ephrin type b receptor 1"
457,"soluble ephb1 variant 1"
457,"tyrosine protein kinase receptor eph 2"
458,"eph receptor b2"
458,"ephb2"
458,"capb"
458,"drt"
458,"ek5"
458,"epht3"
458,"erk"
458,"hek5"
458,"mgc87492"
458,"pcbc"
458,"tyro5"
458,"eph like kinase 5"
458,"otthump00000002914"
458,"otthump00000002915"
458,"otthump00000002916"
458,"otthump00000002917"
458,"elk related tyrosine kinase"
458,"eph tyrosine kinase 3"
458,"ephrin type b receptor 2"
458,"protein tyrosine kinase hek5"
458,"renal carcinoma antigen ny ren 47"
458,"tyrosine protein kinase tyro5"
458,"tyrosine protein kinase receptor eph 3"
459,"eph receptor b3"
459,"ephb3"
459,"etk2"
459,"hek2"
459,"tyro6"
459,"ek2"
459,"eph like kinase 2"
459,"eph like tyrosine kinase 2"
459,"otthump00000210455"
459,"ephrin type b receptor 3"
459,"human embryo kinase 2"
459,"tyrosine protein kinase tyro6"
460,"eph receptor b4"
460,"ephb4"
460,"htk"
460,"myk1"
460,"tyro11"
460,"otthump00000211367"
460,"otthump00000211368"
460,"ephrin receptor ephb4"
460,"ephrin type b receptor 4"
460,"hepatoma transmembrane kinase"
460,"soluble ephb4 variant 1"
460,"soluble ephb4 variant 2"
460,"soluble ephb4 variant 3"
460,"tyrosine protein kinase tyro11"
460,"tyrosine protein kinase receptor htk"
461,"eph receptor b6"
461,"ephb6"
461,"hep"
461,"mgc129910"
461,"mgc129911"
461,"otthump00000208518"
461,"ephrin type b receptor 6"
461,"tyrosine protein kinase defective receptor eph 6"
462,"v erb b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
462,"erbb2"
462,"cd340"
462,"her 2"
462,"her 2/neu"
462,"her2"
462,"mln 19"
462,"neu"
462,"ngl"
462,"tkr1"
462,"c erb b2/neu protein"
462,"herstatin"
462,"metastatic lymph node gene 19 protein"
462,"neuroblastoma/glioblastoma derived oncogene homolog"
462,"p185erbb2"
462,"proto oncogene neu"
462,"proto oncogene c erbb 2"
462,"receptor tyrosine protein kinase erbb 2"
462,"tyrosine kinase type cell surface receptor her2"
462,"v erb b2 avian erythroblastic leukemia viral oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)"
463,"v erb b2 erythroblastic leukemia viral oncogene homolog 3 (avian)"
463,"erbb3"
463,"erbb 3"
463,"her3"
463,"lccs2"
463,"mda bf 1"
463,"mgc88033"
463,"c erbb 3"
463,"c erbb3"
463,"erbb3 s"
463,"p180 erbb3"
463,"p45 serbb3"
463,"p85 serbb3"
463,"proto oncogene like protein c erbb 3"
463,"receptor tyrosine protein kinase erbb 3"
463,"tyrosine kinase type cell surface receptor her3"
464,"v erb a erythroblastic leukemia viral oncogene homolog 4 (avian)"
464,"erbb4"
464,"her4"
464,"mgc138404"
464,"p180erbb4"
464,"otthump00000163968"
464,"otthump00000206623"
464,"otthump00000209432"
464,"avian erythroblastic leukemia viral (v erb b2) oncogene homolog 4"
464,"proto oncogene like protein c erbb 4"
464,"receptor tyrosine protein kinase erbb 4"
464,"tyrosine kinase type cell surface receptor her4"
465,"fibroblast growth factor receptor 1"
465,"fgfr1"
465,"bfgfr"
465,"cd331"
465,"cek"
465,"fgfbr"
465,"fgfr 1"
465,"flg"
465,"flj99988"
465,"flt 2"
465,"flt2"
465,"hbgfr"
465,"kal2"
465,"n sam"
465,"ogd"
465,"bfgf r 1"
465,"fms like tyrosine kinase 2"
465,"otthump00000190874"
465,"otthump00000190875"
465,"otthump00000190876"
465,"otthump00000190877"
465,"otthump00000190879"
465,"otthump00000190880"
465,"otthump00000190881"
465,"otthump00000190885"
465,"basic fibroblast growth factor receptor 1"
465,"fms related tyrosine kinase 2"
465,"heparin binding growth factor receptor"
465,"hydroxyaryl protein kinase"
465,"proto oncogene c fgr"
466,"fibroblast growth factor receptor 2"
466,"fgfr2"
466,"bek"
466,"bfr 1"
466,"cd332"
466,"cek3"
466,"cfd1"
466,"ect1"
466,"flj98662"
466,"jws"
466,"k sam"
466,"kgfr"
466,"tk14"
466,"tk25"
466,"bek fibroblast growth factor receptor"
466,"fgf receptor"
466,"fgfr 2"
466,"otthump00000020621"
466,"otthump00000020623"
466,"otthump00000020624"
466,"otthump00000020625"
466,"otthump00000020626"
466,"otthump00000020627"
466,"otthump00000020628"
466,"otthump00000020629"
466,"otthump00000020630"
466,"otthump00000020631"
466,"bacteria expressed kinase"
466,"hydroxyaryl protein kinase"
466,"keratinocyte growth factor receptor"
466,"protein tyrosine kinase, receptor like 14"
466,"soluble fgfr4 variant 4"
467,"fibroblast growth factor receptor 3"
467,"fgfr3"
467,"ach"
467,"cd333"
467,"cek2"
467,"hsfgfr3ex"
467,"jtk4"
467,"fgfr 3"
467,"otthump00000149958"
467,"otthump00000149959"
467,"otthump00000217007"
467,"hydroxyaryl protein kinase"
467,"tyrosine kinase jtk4"
468,"fibroblast growth factor receptor 4"
468,"fgfr4"
468,"cd334"
468,"jtk2"
468,"mgc20292"
468,"tkf"
468,"fgfr 4"
468,"otthump00000161429"
468,"otthump00000161430"
468,"otthump00000223539"
468,"otthump00000223541"
468,"hydroxyaryl protein kinase"
468,"protein tyrosine kinase"
468,"tyrosine kinase related to fibroblast growth factor receptor"
468,"tyrosylprotein kinase"
469,"fms related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)"
469,"flt1"
469,"flt"
469,"vegfr1"
469,"flt 1"
469,"otthump00000018183"
469,"vegfr 1"
469,"fms like tyrosine kinase 1"
469,"tyrosine protein kinase frt"
469,"tyrosine protein kinase receptor flt"
469,"vascular endothelial growth factor receptor 1"
469,"vascular permeability factor receptor"
470,"fms related tyrosine kinase 3"
470,"flt3"
470,"rp11 153m24.3"
470,"cd135"
470,"flk2"
470,"stk1"
470,"cd135 antigen"
470,"fl cytokine receptor"
470,"flt 3"
470,"flt3 receptor tyrosine kinase"
470,"otthump00000018181"
470,"otthump00000214829"
470,"stk 1"
470,"fetal liver kinase 2"
470,"fms like tyrosine kinase 3"
470,"growth factor receptor tyrosine kinase type iii"
470,"stem cell tyrosine kinase 1"
470,"tyrosine protein kinase receptor flt3"
471,"fms related tyrosine kinase 4"
471,"flt4"
471,"flt41"
471,"lmph1a"
471,"pcl"
471,"vegfr3"
471,"flt 4"
471,"otthump00000161539"
471,"otthump00000223511"
471,"otthump00000223512"
471,"vegfr 3"
471,"fms like tyrosine kinase 4"
471,"soluble vegfr3 variant 1"
471,"soluble vegfr3 variant 2"
471,"soluble vegfr3 variant 3"
471,"tyrosine protein kinase receptor flt4"
471,"vascular endothelial growth factor receptor 3"
472,"insulin like growth factor 1 receptor"
472,"igf1r"
472,"cd221"
472,"igfir"
472,"igfr"
472,"jtk13"
472,"mgc142170"
472,"mgc142172"
472,"mgc18216"
472,"igf i receptor"
472,"otthump00000194784"
472,"insulin like growth factor i receptor"
472,"soluble igf1r variant 1"
472,"soluble igf1r variant 2"
473,"insulin receptor"
473,"insr"
473,"cd220"
473,"hhf5"
473,"ir"
474,"insulin receptor related receptor"
474,"insrr"
474,"irr"
474,"ir related receptor"
474,"otthump00000038715"
474,"insulin receptor related protein"
475,"kinase insert domain receptor (a type iii receptor tyrosine kinase)"
475,"kdr"
475,"cd309"
475,"flk1"
475,"vegfr"
475,"vegfr2"
475,"otthump00000158928"
475,"fetal liver kinase 1"
475,"fetal liver kinase 1"
475,"protein tyrosine kinase receptor flk 1"
475,"soluble vegfr2"
475,"tyrosine kinase growth factor receptor"
475,"vascular endothelial growth factor receptor 2"
476,"v kit hardy zuckerman 4 feline sarcoma viral oncogene homolog"
476,"kit"
476,"c kit"
476,"cd117"
476,"pbt"
476,"scfr"
476,"otthump00000158901"
476,"otthump00000218587"
476,"mast/stem cell growth factor receptor"
476,"proto oncogene c kit"
476,"proto oncogene tyrosine protein kinase kit"
476,"soluble kit variant 1"
476,"tyrosine protein kinase kit"
476,"v kit hardy zuckerman 4 feline sarcoma viral oncogene like protein"
477,"lemur tyrosine kinase 2"
477,"lmtk2"
477,"aatyk2"
477,"brek"
477,"flj46659"
477,"kiaa1079"
477,"kpi 2"
477,"kpi2"
477,"lmr2"
477,"cprk"
477,"cdk5/p35 regulated kinase"
477,"otthump00000205379"
477,"apoptosis associated tyrosine kinase 2"
477,"brain enriched kinase"
477,"cyclin dependent kinase 5/p35 regulated kinase"
477,"hbrek"
477,"kinase phosphatase inhibitor 2"
477,"kinase/phosphatase/inhibitor 2"
477,"serine/threonine protein kinase kpi 2"
477,"serine/threonine protein kinase lmtk2"
478,"lemur tyrosine kinase 3"
478,"lmtk3"
478,"kiaa1883"
478,"lmr3"
478,"tyklm3"
478,"serine/threonine protein kinase lmtk3"
479,"leukocyte receptor tyrosine kinase"
479,"ltk"
479,"tyk1"
479,"otthump00000160858"
479,"otthump00000160859"
479,"leukocyte tyrosine kinase receptor"
479,"protein tyrosine kinase 1"
480,"c mer proto oncogene tyrosine kinase"
